date,total_auto_sales,cpi_inflation,repo_rate,auto_sales_yoy,signal_demand,real_rate,signal_rates,alpha_signal,proxy_return,position,strategy_return,cum_return
2023-06-01,44510,4.87,6.5,0.10326194725361892,0.717689504889383,1.63,-0.2971815161474515,0.3117410964746492,0.006399493920983308,1.0,0.006399493920983308,1.0990962310836188
2023-07-01,47719,7.44,6.5,0.14228605625374025,0.8402072263253987,-0.9400000000000004,1.4339695048462942,1.0777121377337568,0.060176644894601214,1.0,0.060176644894601214,1.1652361546865324
2023-08-01,44494,6.83,6.5,0.15389004149377583,0.8766383933043013,-0.33000000000000007,1.0230737372174283,0.9352125308695521,0.02808180125238171,1.0,0.02808180125238171,1.1979580847945293
2023-09-01,54326,5.02,6.5,0.1248317700892394,0.785408810039708,1.4800000000000004,-0.1961415732878947,0.39278865670866686,-0.022255987730256215,1.0,-0.022255987730256215,1.1712963443579811
2023-10-01,64066,4.87,6.5,0.11921316515845004,0.7677689793963656,1.63,-0.2971815161474515,0.3417887811788387,0.028069780275420696,1.0,0.028069780275420696,1.204174375381513
2023-11-01,60687,5.55,6.5,0.026609601786378834,0.4770364586060363,0.9500000000000002,0.16086622481587398,0.35056836508997136,0.08690182832329846,1.0,0.08690182832329846,1.3088193302222326
2023-12-01,49727,5.69,6.5,-0.00030155602911019486,0.3925478227028183,0.8099999999999996,0.2551701714847944,0.33759676221560875,0.008208698044502423,1.0,0.008208698044502423,1.3195630328988348
2023-12-01,54141,5.69,6.5,0.09792748215444513,0.700941742396492,0.8099999999999996,0.2551701714847944,0.522633114031813,0.08823218279070032,1.0,0.08823218279070032,1.4359909596214155
2024-01-01,53746,5.1,6.5,0.027726785987455926,0.48054390224145294,1.4000000000000004,-0.1422536037627975,0.23142489983975273,-0.12098725520448723,1.0,-0.12098725520448723,1.2622543549183627
2024-02-01,54039,5.09,6.5,0.0792690233672857,0.6423627789125731,1.4100000000000001,-0.1489895999534345,0.32582182736617005,0.051095125218761195,1.0,0.051095125218761195,1.3267493992408432
2024-03-01,54440,4.85,6.5,0.09214195438040407,0.6827778509370331,1.6500000000000004,-0.31065350852872603,0.2854053071507294,0.014352353411908561,1.0,0.014352353411908561,1.3457913755077853
2024-04-01,50911,4.83,6.5,-0.0085298642622057,0.366714726142204,1.67,-0.32412550091000003,0.0903786353213224,-0.004950367523293373,1.0,-0.004950367523293373,1.3391292135893431
2024-05-01,52595,4.8,6.5,0.18164457425297686,0.9637748379356955,1.7000000000000002,-0.3443334894819116,0.4405315069686526,0.014588038826775115,1.0,0.014588038826775115,1.3586644825512533
2024-06-01,46322,5.08,6.5,-0.029275550619250246,0.3015828298038806,1.42,-0.1557255961440715,0.11865945942469977,-0.08937844573004465,1.0,-0.08937844573004465,1.237229162832207
2024-07-01,50085,3.6,6.5,0.12565739200791115,0.7880008824491761,2.9,-1.1526530323583684,0.011739316526158283,-0.000983594391875597,1.0,-0.000983594391875597,1.2360122311661803
2024-08-01,49086,3.65,6.5,-0.0964547362220668,0.09067114062325926,2.85,-1.1189730514051828,-0.39318653618811755,0.02785562857558732,-1.0,-0.02785562857558732,1.2015823335399323
2024-09-01,53138,5.49,6.5,-0.17057409546405267,-0.14202949601644907,1.0099999999999998,0.1204502476720514,-0.03703759854104888,0.0838947022370758,-1.0,-0.0838947022370758,1.1007759414542688
2024-10-01,62235,6.21,6.5,0.025507934153937484,0.4735777298466915,0.29000000000000004,0.6054419733979254,0.5263234272671851,-0.01591351091368237,1.0,-0.01591351091368237,1.0832587314964175
