date,total_auto_sales,cpi_inflation,repo_rate,auto_sales_yoy,signal_demand,real_rate,signal_rates,alpha_signal,proxy_return,market_proxy_return,auto_sales_yoy_lag1,real_rate_lag1,auto_sales_yoy_lag2,real_rate_lag2,auto_sales_yoy_lag3,real_rate_lag3,rolling_mean,rolling_std
2020-05-01,110137,6.27,6.5,-0.5842914191244744,-1.4409112671114388,0.23000000000000043,0.645857950541748,-0.6062035800501641,-0.0045846874896638395,-0.026470195834387422,-0.3063996530681783,-0.7199999999999998,0.07553225381417428,0.6600000000000001,0.04191760926362975,-0.08000000000000007,0.17195245799519432,0.5054084834240161
2020-06-01,68217,6.23,6.5,-0.712176701405004,-1.8424121288008999,0.2699999999999996,0.6189139657792,-0.8578816909688599,-0.020085330611469845,-0.002224774821223876,-0.5842914191244744,0.23000000000000043,-0.3063996530681783,-0.7199999999999998,0.07553225381417428,0.6600000000000001,0.1159743731693631,0.5803241534318826
2020-07-01,55477,6.73,6.5,-0.76334054270808,-2.003043016141526,-0.23000000000000043,0.9557137753110572,-0.8195402995604926,0.10261390922544689,-0.10394356421842899,-0.712176701405004,0.2699999999999996,-0.5842914191244744,0.23000000000000043,-0.3063996530681783,-0.7199999999999998,0.07930567886750668,0.6265402302022702
2020-08-01,46641,6.69,6.5,-0.8079708504024539,-2.1431616183544797,-0.1900000000000004,0.9287697905485085,-0.9143890547932843,0.009325138763103305,-0.06286132418039389,-0.76334054270808,-0.23000000000000043,-0.712176701405004,0.2699999999999996,-0.5842914191244744,0.23000000000000043,0.02258658011842842,0.6854921107341354
2020-09-01,48120,7.27,6.5,-0.813566414059231,-2.1607291100139663,-0.7699999999999996,1.3194575696054622,-0.7686544381661948,-0.04288554644779502,-0.01999508938391669,-0.8079708504024539,-0.1900000000000004,-0.76334054270808,-0.23000000000000043,-0.712176701405004,0.2699999999999996,-0.028663331828984923,0.721889957051894
2020-10-01,58026,7.61,6.5,-0.8161785437093121,-2.1689299935452824,-1.1100000000000003,1.5484814400871254,-0.6819654200923191,0.05112724560515946,0.0450984972703433,-0.813566414059231,-0.7699999999999996,-0.8079708504024539,-0.1900000000000004,-0.76334054270808,-0.23000000000000043,-0.10058516566393767,0.7418102921086935
2020-11-01,57342,6.93,6.5,-0.8203002829842776,-2.181870355728069,-0.4299999999999997,1.0904336991237995,-0.8729487337873216,-0.051042182498551115,0.0010545726883913684,-0.8161785437093121,-1.1100000000000003,-0.813566414059231,-0.7699999999999996,-0.8079708504024539,-0.1900000000000004,-0.19501142277517639,0.7635155301195841
2020-12-01,45598,4.59,6.5,-0.830624192086534,-2.2142826734447163,1.9100000000000001,-0.4857894094852916,-1.5228853678609464,0.020443179750237774,0.00811383663587244,-0.8203002829842776,-0.4299999999999997,-0.8161785437093121,-1.1100000000000003,-0.813566414059231,-0.7699999999999996,-0.3877039353453055,0.7839924240183251
2021-01-01,44782,4.06,6.5,-0.8395031198368581,-2.242158415508714,2.4400000000000004,-0.8427972075890603,-1.6824139323408525,-0.08798350619398879,0.0355289084440914,-0.830624192086534,1.9100000000000001,-0.8203002829842776,-0.4299999999999997,-0.8161785437093121,-1.1100000000000003,-0.6146547371516479,0.7247630767468242
2021-02-01,47674,5.03,6.5,-0.8194159826362979,-2.179094060087361,1.4699999999999998,-0.18940557709725708,-1.3832186668913193,-0.05640930244492153,-0.027181453720362077,-0.8395031198368581,2.4400000000000004,-0.830624192086534,1.9100000000000001,-0.8203002829842776,-0.4299999999999997,-0.7846669145778398,0.6328159455397379
2021-03-01,46684,5.52,6.5,-0.8292796202638113,-2.210061337448895,0.9800000000000004,0.1406582362439624,-1.269773507971752,0.019843061793456178,0.019345092952291643,-0.8194159826362979,1.4699999999999998,-0.8395031198368581,2.4400000000000004,-0.830624192086534,1.9100000000000001,-0.9338865962674813,0.49255723932357703
2021-04-01,45338,4.23,6.5,-0.7469017261014224,-1.951432706377734,2.2699999999999996,-0.7282852723482283,-1.4621737327659314,0.046923328999770524,-0.024214660722624633,-0.8292796202638113,0.9800000000000004,-0.8194159826362979,1.4699999999999998,-0.8395031198368581,2.4400000000000004,-1.0701707021041198,0.36917925728188905
2021-05-01,47250,6.3,6.5,-0.5709888593297439,-1.3991473586693097,0.20000000000000018,0.6660659391136596,-0.5730620395561219,0.018568414059498526,-0.061106779764824294,-0.7469017261014224,2.2699999999999996,-0.8292796202638113,0.9800000000000004,-0.8194159826362979,1.4699999999999998,-1.0674089070629498,0.3730691583425147
2021-06-01,40697,6.26,6.5,-0.4034185027192635,-0.8730536489558394,0.2400000000000002,0.6391219543511111,-0.2681834076330592,0.0042175858805879735,-0.0076359917502040395,-0.5709888593297439,0.20000000000000018,-0.7469017261014224,2.2699999999999996,-0.8292796202638113,0.9800000000000004,-1.0182673834516331,0.4366054635179574
2021-07-01,44578,5.59,6.5,-0.19645979414892656,-0.2232986627420791,0.9100000000000001,0.1878102095784226,-0.058855113813878424,-0.00505518477946444,0.03095223449620231,-0.4034185027192635,0.2400000000000002,-0.5709888593297439,0.20000000000000018,-0.7469017261014224,2.2699999999999996,-0.9548769513060816,0.5160714296155162
2021-08-01,41928,5.3,6.5,-0.10104843378143691,0.07624904688785934,1.2000000000000002,-0.007533679950054553,0.04273595615269378,-0.06392609951837137,0.02154356203999206,-0.19645979414892656,0.9100000000000001,-0.4034185027192635,0.2400000000000002,-0.5709888593297439,0.20000000000000018,-0.8751165337272502,0.5913680962538213
2021-09-01,48673,4.35,6.5,0.0114921030756443,0.4295744782224395,2.1500000000000004,-0.6474533180605831,-0.0012366402907695861,-0.02599221041973543,0.00752678022084721,-0.10104843378143691,1.2000000000000002,-0.19645979414892656,0.9100000000000001,-0.4034185027192635,0.2400000000000002,-0.8111650505709648,0.6431550683878088
2021-10-01,56577,4.48,6.5,-0.02497156447109916,0.3150953631960461,2.0199999999999996,-0.5598853675822998,-0.0348969291152923,-0.013031938547989378,0.10369461063750904,0.0114921030756443,2.1500000000000004,-0.10104843378143691,1.2000000000000002,-0.19645979414892656,0.9100000000000001,-0.7572426763228792,0.6809846510391532
2021-11-01,57967,4.91,6.5,0.010899515189564335,0.4277140253020954,1.5899999999999999,-0.27023753138490286,0.14853340262729609,0.06285611131094579,0.024516486412351154,-0.02497156447109916,2.0199999999999996,0.0114921030756443,2.1500000000000004,-0.10104843378143691,1.2000000000000002,-0.6721191649549945,0.7274632956484846
2021-12-01,48593,5.66,6.5,0.06568270538181498,0.5997080004964955,0.8399999999999999,0.23496218291288276,0.45380967346305046,0.027180914478423072,0.047149440237493866,0.010899515189564335,1.5899999999999999,-0.02497156447109916,2.0199999999999996,0.0114921030756443,2.1500000000000004,-0.5073945781779946,0.7409780793581031
2022-01-01,46996,6.01,6.5,0.04943950694475463,0.5487118416518311,0.4900000000000002,0.4707220495851825,0.5175159248251716,-0.0781520077681367,0.09752573353991811,0.06568270538181498,0.8399999999999999,0.010899515189564335,1.5899999999999999,-0.02497156447109916,2.0199999999999996,-0.324067090080826,0.6945238458361992
2022-02-01,50970,6.07,6.5,0.06913621680580606,0.6105504351211867,0.4299999999999997,0.5111380267290057,0.5707854717643143,0.026204198469739752,-0.04376341292644995,0.04943950694475463,0.4900000000000002,0.06568270538181498,0.8399999999999999,0.010899515189564335,1.5899999999999999,-0.16123341185952322,0.6513467489056712
2022-03-01,50187,6.95,6.5,0.07503641504584002,0.6290743390080763,-0.4500000000000002,1.103905691505074,0.8190068800068754,-0.009254114020815827,-0.03355152840819814,0.06913621680580606,0.4299999999999997,0.04943950694475463,0.4900000000000002,0.06568270538181498,0.8399999999999999,0.012831620472029062,0.6056705314812565
2022-04-01,51157,7.79,6.5,0.1283470819180379,0.7964452694602197,-1.29,1.669729371518594,1.1457589102835692,-0.02384610001529794,0.07774848900491724,0.07503641504584002,-0.4500000000000002,0.06913621680580606,0.4299999999999997,0.04943950694475463,0.4900000000000002,0.2301593407261541,0.48395267572746337
2022-05-01,51105,7.04,6.5,0.08158730158730165,0.6496411043490414,-0.54,1.1645296572208081,0.8555965254977481,0.0405838144420434,-0.023922509409642502,0.1283470819180379,-1.29,0.07503641504584002,-0.4500000000000002,0.06913621680580606,0.4299999999999997,0.34921422114730993,0.4423316759985748
2022-06-01,40344,7.01,6.5,-0.008673858023932945,0.3662626520772262,-0.5099999999999998,1.1443216686488966,0.6774862587058943,0.061549976124797554,0.00918732921213321,0.08158730158730165,-0.54,0.1283470819180379,-1.29,0.07503641504584002,-0.4500000000000002,0.4280200266755561,0.4050015562605973
2022-07-01,41775,6.71,6.5,-0.06287854995737807,0.19608489486549247,-0.20999999999999996,0.9422417829297826,0.4945476500912085,0.05656400595580993,0.050772638776973945,-0.008673858023932945,-0.5099999999999998,0.08158730158730165,-0.54,0.1283470819180379,-1.29,0.47413692366764665,0.37491164659776754
2022-08-01,38560,7.0,6.5,-0.08032818164472433,0.1413010914934612,-0.5,1.1375856724582596,0.5398149238793806,-0.031960876161131926,0.04362825565172683,-0.06287854995737807,-0.20999999999999996,-0.008673858023932945,-0.5099999999999998,0.08158730158730165,-0.54,0.515560170978204,0.34951425386814916
2022-09-01,48297,7.41,6.5,-0.007725022086166877,0.3692415597343195,-0.9100000000000001,1.4137615162743826,0.7870495423503447,-0.005460618792560729,0.07819544727924438,-0.08032818164472433,-0.5,-0.06287854995737807,-0.20999999999999996,-0.008673858023932945,-0.5099999999999998,0.5812506861982968,0.31602746707133855
2022-10-01,57242,6.77,6.5,0.01175389292468676,0.4303963777256328,-0.2699999999999996,0.9826577600736051,0.6513009306648216,0.0265631715701782,0.06782576548133877,-0.007725022086166877,-0.9100000000000001,-0.08032818164472433,-0.5,-0.06287854995737807,-0.20999999999999996,0.6384338411799729,0.24947893948425665
2022-11-01,59114,5.88,6.5,0.01978712025807794,0.45561701014703027,0.6200000000000001,0.38315409910689974,0.42663184573097807,0.05877725635611796,0.05077570678822947,0.01175389292468676,-0.2699999999999996,-0.007725022086166877,-0.9100000000000001,-0.08032818164472433,-0.5,0.6616087114386131,0.20955578644363126
2022-12-01,49742,5.72,6.5,0.0236453810219579,0.4677301712058794,0.7800000000000002,0.27537816005670535,0.3907893667462098,-0.013958711892264499,-0.02290834856988766,0.01978712025807794,0.6200000000000001,0.01175389292468676,-0.2699999999999996,-0.007725022086166877,-0.9100000000000001,0.6563570192122097,0.21592962194644047
2023-01-01,49312,6.52,6.5,0.04928078985445561,0.5482135431190874,-0.019999999999999574,0.8142578553076766,0.6546312679945231,0.0007170511668091444,0.039794506711728725,0.0236453810219579,0.7800000000000002,0.01978712025807794,0.6200000000000001,0.01175389292468676,-0.2699999999999996,0.6677832978096556,0.2114970510408849
2023-02-01,52296,6.44,6.5,0.02601530311948208,0.4751706346221901,0.05999999999999961,0.76036988578258,0.589250335086346,-0.04531674870030141,0.020570879780274682,0.04928078985445561,-0.019999999999999574,0.0236453810219579,0.7800000000000002,0.01978712025807794,0.6200000000000001,0.669322036419825,0.2107931911888459
2023-03-01,50070,5.66,6.5,-0.0023312810090262426,0.3861754214859115,0.8399999999999999,0.23496218291288276,0.3256901260567,-0.04981033120403354,-0.04505061839761824,0.02601530311948208,0.05999999999999961,0.04928078985445561,-0.019999999999999574,0.0236453810219579,0.7800000000000002,0.628212306923977,0.22646867796208087
2023-04-01,49847,4.7,6.5,-0.0256074437515883,0.31309899524428425,1.7999999999999998,-0.41169345138828284,0.023182016591257404,0.050626291119709906,0.06469196185907411,-0.0023312810090262426,0.8399999999999999,0.02601530311948208,0.05999999999999961,0.04928078985445561,-0.019999999999999574,0.5346642324496177,0.22509814865228317
2023-05-01,51349,4.31,6.5,0.004774483905684468,0.4084842492520402,2.1900000000000004,-0.6743973028231317,-0.02466837157802859,0.07781200142854114,0.04028946138314266,-0.0256074437515883,1.7999999999999998,-0.0023312810090262426,0.8399999999999999,0.02601530311948208,0.05999999999999961,0.46130882435996967,0.25273848795809206
2023-06-01,44510,4.87,6.5,0.10326194725361892,0.717689504889383,1.63,-0.2971815161474515,0.3117410964746492,0.006399493920983308,0.009819603225243886,0.004774483905684468,2.1900000000000004,-0.0256074437515883,1.7999999999999998,-0.0023312810090262426,0.8399999999999999,0.4308300608406992,0.246269353285676
2023-07-01,47719,7.44,6.5,0.14228605625374025,0.8402072263253987,-0.9400000000000004,1.4339695048462942,1.0777121377337568,0.060176644894601214,-0.00132368243937654,0.10326194725361892,1.63,0.004774483905684468,2.1900000000000004,-0.0256074437515883,1.7999999999999998,0.4794271014775782,0.30942629610984407
2023-08-01,44494,6.83,6.5,0.15389004149377583,0.8766383933043013,-0.33000000000000007,1.0230737372174283,0.9352125308695521,0.02808180125238171,-0.03993204578803148,0.14228605625374025,-0.9400000000000004,0.10326194725361892,1.63,0.004774483905684468,2.1900000000000004,0.5123769020600925,0.3363245667529685
2023-09-01,54326,5.02,6.5,0.1248317700892394,0.785408810039708,1.4800000000000004,-0.1961415732878947,0.39278865670866686,-0.022255987730256215,0.015980962942345304,0.15389004149377583,-0.33000000000000007,0.14228605625374025,-0.9400000000000004,0.10326194725361892,1.63,0.4795218282566194,0.3261565679273913
2023-10-01,64066,4.87,6.5,0.11921316515845004,0.7677689793963656,1.63,-0.2971815161474515,0.3417887811788387,0.028069780275420696,0.02673756477782577,0.1248317700892394,1.4800000000000004,0.15389004149377583,-0.33000000000000007,0.14228605625374025,-0.9400000000000004,0.45372914913278745,0.3235651345837872
2023-11-01,60687,5.55,6.5,0.026609601786378834,0.4770364586060363,0.9500000000000002,0.16086622481587398,0.35056836508997136,0.08690182832329846,-0.025246199369731166,0.11921316515845004,1.63,0.1248317700892394,1.4800000000000004,0.15389004149377583,-0.33000000000000007,0.4473905257460369,0.32488656835269275
2023-12-01,49727,5.69,6.5,-0.00030155602911019486,0.3925478227028183,0.8099999999999996,0.2551701714847944,0.33759676221560875,0.008208698044502423,0.05448816196398117,0.026609601786378834,0.9500000000000002,0.11921316515845004,1.63,0.1248317700892394,1.4800000000000004,0.44295780870182017,0.32608968325812127
2023-12-01,54141,5.69,6.5,0.09792748215444513,0.700941742396492,0.8099999999999996,0.2551701714847944,0.522633114031813,0.08823218279070032,-0.03588812185932137,-0.00030155602911019486,0.8099999999999996,0.026609601786378834,0.9500000000000002,0.11921316515845004,1.63,0.431957962538261,0.3204783127429466
2024-01-01,53746,5.1,6.5,0.027726785987455926,0.48054390224145294,1.4000000000000004,-0.1422536037627975,0.23142489983975273,-0.12098725520448723,-0.07692401400169768,0.09792748215444513,0.8099999999999996,-0.00030155602911019486,0.8099999999999996,0.026609601786378834,0.9500000000000002,0.4021391762677115,0.3211587736649723
2024-02-01,54039,5.09,6.5,0.0792690233672857,0.6423627789125731,1.4100000000000001,-0.1489895999534345,0.32582182736617005,0.051095125218761195,0.04958908363570802,0.027726785987455926,1.4000000000000004,0.09792748215444513,0.8099999999999996,-0.00030155602911019486,0.8099999999999996,0.402150151376834,0.32115592587085623
2024-03-01,54440,4.85,6.5,0.09214195438040407,0.6827778509370331,1.6500000000000004,-0.31065350852872603,0.2854053071507294,0.014352353411908561,-0.008134641524084302,0.0792690233672857,1.4100000000000001,0.027726785987455926,1.4000000000000004,0.09792748215444513,0.8099999999999996,0.42400209225679003,0.3013356388374781
2024-04-01,50911,4.83,6.5,-0.0085298642622057,0.366714726142204,1.67,-0.32412550091000003,0.0903786353213224,-0.004950367523293373,0.0029588165874793945,0.09214195438040407,1.6500000000000004,0.0792690233672857,1.4100000000000001,0.027726785987455926,1.4000000000000004,0.43358934283173595,0.28726473076973325
2024-05-01,52595,4.8,6.5,0.18164457425297686,0.9637748379356955,1.7000000000000002,-0.3443334894819116,0.4405315069686526,0.014588038826775115,-0.02550066891300213,-0.0085298642622057,1.67,0.09214195438040407,1.6500000000000004,0.0792690233672857,1.4100000000000001,0.44432187703956955,0.28469285395167054
2024-06-01,46322,5.08,6.5,-0.029275550619250246,0.3015828298038806,1.42,-0.1557255961440715,0.11865945942469977,-0.08937844573004465,-0.056238510428696105,0.18164457425297686,1.7000000000000002,-0.0085298642622057,1.67,0.09214195438040407,1.6500000000000004,0.3644008205138148,0.21737577781612422
2024-07-01,50085,3.6,6.5,0.12565739200791115,0.7880008824491761,2.9,-1.1526530323583684,0.011739316526158283,-0.000983594391875597,0.05820949498896874,-0.029275550619250246,1.42,0.18164457425297686,1.7000000000000002,-0.0085298642622057,1.67,0.287444719318532,0.14992475269410205
2024-08-01,49086,3.65,6.5,-0.0964547362220668,0.09067114062325926,2.85,-1.1189730514051828,-0.39318653618811755,0.02785562857558732,-0.01955475935387686,0.12565739200791115,2.9,-0.029275550619250246,1.42,0.18164457425297686,1.7000000000000002,0.2219467865771333,0.2426995068132239
2024-09-01,53138,5.49,6.5,-0.17057409546405267,-0.14202949601644907,1.0099999999999998,0.1204502476720514,-0.03703759854104888,0.0838947022370758,0.0744380995259176,-0.0964547362220668,2.85,0.12565739200791115,2.9,-0.029275550619250246,1.42,0.19037792160047598,0.2502154064574175
2024-10-01,62235,6.21,6.5,0.025507934153937484,0.4735777298466915,0.29000000000000004,0.6054419733979254,0.5263234272671851,-0.01591351091368237,0.040292327448429144,-0.17057409546405267,1.0099999999999998,-0.0964547362220668,2.85,0.12565739200791115,2.9,0.20502417678191046,0.2651430997880511
